indice_1,indice_2,codigo_1,codigo_2,establecimiento_1,establecimiento_2,direccion_1,direccion_2,telefono_1,telefono_2,similitud_nombre,similitud_direccion,telefono_igual,campos_diferentes,decision,justificacion
9462,9473,11-04-0021-46,11-04-1493-46,CENTRO DE ESTUDIOS INTEGRALES CEDEIN,CENTRO DE ESTUDIOS INTEGRALES,2DA. AVENIDA 3-51 ZONA 1,2A. AVENIDA 3-51 ZONA 1,59468174,33322881,100.0,97.78,False,"ESTABLECIMIENTO, DIRECCION, TELEFONO, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
9477,9478,11-05-0025-46,11-05-0027-46,COLEGIO EVANGELICO MIXTO NUEVA ESPERANZA,COLEGIO EVANGELICO MIXTO NUEVA ESPERANZA,2A. CALLE 7-52 ZONA 1,2A. CALLE 7-52 ZONA 1,55295173,55295173,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
9504,9505,11-06-0055-46,11-06-0056-46,"COLEGIO BILINGÜE ""MUNDO MÁGICO""","COLEGIO BILINGÜE ""MUNDO MÁGICO""","1A. CALZADA Y 2A. CALLE, CENTRO DOS, PARCELAMIENTO LA MAQUINA","1A. CALZADA Y 2A. CALLE, CENTRO DOS, PARCELAMIENTO LA MAQUINA",45178662,45178662,100.0,100.0,True,DIRECTOR,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
9588,9666,03-01-0052-46,03-01-0272-46,ESCUELA NACIONAL DE CIENCIAS COMERCIALES SECCION NOCTURNA,ESCUELA NACIONAL DE CIENCIAS COMERCIALES SECCION NOCTURNA,5A. CALLE ORIENTE NO.17,5A. CALLE ORIENTE NO. 17,78328708,78328708,100.0,88.37,True,DIRECCION,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
9602,9710,03-01-0091-46,03-01-1250-46,INSTITUTO TECNICO EMPRESARIAL,INSTITUTO TECNICO EMPRESARIAL,CALLE CHIPILAPA NO. 11,CALLE CHIPILAPA N.11,78326854,78326854,100.0,90.0,True,"DIRECCION, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
9622,9623,03-01-0151-46,03-01-0152-46,COLEGIO MIXTO PRE-UNIVERSITARIO GALILEO GALILEI,COLEGIO MIXTO PRE-UNIVERSITARIO GALILEO GALILEI,CALLE ANCHA NO. 86,CALLE ANCHA NO. 86,78320255,78320255,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
9647,9686,03-01-0210-46,03-01-0947-46,COLEGIO ANTIGUA,COLEGIO ANTIGUA,"CALLE DEL HERMANO PEDRO FINAL PRIMAVERA ENTRADA DE SANTA ANA NO. 29, ALDEA SANTA ANA",COLONIA SAN FRANCISCO NO. 10,78326275,78326275,100.0,36.36,True,"DISTRITO, DIRECCION",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
9665,9729,03-01-0271-46,03-01-1402-46,ESCUELA NACIONAL DE CIENCIAS COMERCIALES SECCIÓN NOCTURNA,ESCUELA NACIONAL DE CIENCIAS COMERCIALES SECCION NOCTURNA,5A. CALLE ORIENTE NO. 17,5A. CALLE ORIENTE NO. 17,78328708,78328708,100.0,100.0,True,"ESTABLECIMIENTO, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
9688,9713,03-01-1017-46,03-01-1297-46,LICEO TERESA DE AVILA,LICEO TERESA DE AVILA,CALLE DE LAS ANIMAS N. 5,CALLE DE LAS ANIMAS N.5,,50715990,100.0,93.33,False,"DIRECCION, TELEFONO, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
9707,9708,03-01-1228-46,03-01-1229-46,LICEO MIXTO NUESTRA SEÑORA DE FATIMA,LICEO MIXTO NUESTRA SEÑORA DE FATIMA,2A. CALLE ORIENTE NO. 22,2A. CALLE ORIENTE NO. 22,78328796,78328796,100.0,100.0,True,DIRECTOR,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
9718,9719,03-01-1335-46,03-01-1336-46,LICEO DE COMPUTACION CIENCIA Y TECNOLOGIA,LICEO DE COMPUTACION CIENCIA Y TECNOLOGIA,CALLE REAL DE SAN BARTOLOME BECERRA,CALLE REAL DE SAN BARTOLOME BECERRA,54185659,54185659,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
9753,9767,03-02-0269-46,03-02-1399-46,COLEGIO MIXTO LICEO LATINO,COLEGIO MIXTO LICEO LATINO,LOTIFICACION LOLITA NO. 5 ZONA 4,LOTIFICACION LOLITA NO. 5 ZONA 4,41410003,41410003,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
9784,9796,03-04-0005-46,03-04-0060-46,CENTRO EDUCATIVO TERRA MAYA EMANUEL TEM,CENTRO EDUCATIVO TERRA MAYA EMANUEL TEM,0 CALLE 9-33 ZONA 3,0 CALLE 9-33 ZONA 3,78331506,78331506,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
9815,9816,03-04-1272-46,03-04-1316-46,LICEO CIENTIFICO TECNOLOGICO ISRAEL,LICEO CIENTIFICO TECNOLOGICO ISRAEL,6A. AVENIDA 2-15 ZONA 4,0 CALLE 9-33 ZONA 3,78331032,78331032,100.0,48.78,True,DIRECCION,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
9831,9832,03-06-0015-46,03-06-0016-46,CENTRO EDUCATIVO LICEO EL CARMEN,CENTRO EDUCATIVO LICEO EL CARMEN,2A. CALLE 2-21 ZONA 2,2A. CALLE 2-21 ZONA 2,50160833,50160833,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
9855,9856,03-07-0027-46,03-07-0032-46,CENTRO EDUCATIVO MUNICIPAL SAN BARTOLOME MILPAS ALTAS,CENTRO EDUCATIVO MUNICIPAL SAN BARTOLOME MILPAS ALTAS,FINCA EL CERRO 2DA. AVENIDA 5-82 ZONA 1,"FINCA EL CERRO, 2A. AVENIDA FINAL ZONA 1",50695027,50937239,100.0,86.84,False,"DIRECCION, TELEFONO",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
9918,9919,03-09-0056-46,03-09-0057-46,CENTRO EDUCATIVO BILINGUE FASE,CENTRO EDUCATIVO BILINGUE FASE,"KILOMETRO 31.5 LOTE 23 ZONA 0, ALDEA LA LIBERTAD","KILOMETRO 31.5 LOTE 23 ZONA 0, ALDEA LA LIBERTAD",77560966,77560966,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
9946,9947,03-12-0034-46,03-12-0035-46,CENTRO DE ESTUDIOS CIUDAD VIEJA,CENTRO DE ESTUDIOS CIUDAD VIEJA,5TA AVENIDA FINAL 1-19 ZONA 1,5TA AVENIDA FINAL 1-19 ZONA 1,54094328,54094328,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
9953,9954,03-12-0049-46,03-12-0050-46,"ESCUELA ECOLOGICA Y AMBIENTAL ""LAND FOREST DE GUATEMALA""","ESCUELA ECOLOGICA Y AMBIENTAL ""LAND FOREST DE GUATEMALA""","4A. CALLE 2-08 ZONA 6, BARRIO SAN MIGUEL","4A.CALLE 2-08 ZONA 6, BARRIO SAN MIGUEL",55973000,55973000,100.0,98.67,True,"DIRECCION, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
9987,9997,03-13-0006-46,03-13-1393-46,COLEGIO MIXTO SANTO TOMAS,COLEGIO MIXTO SANTO TOMAS,4A. AVENIDA 3-12 ZONA 1,4A. AVENIDA 3-12 ZONA 1,78315932,78315932,100.0,100.0,True,DIRECTOR,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
9988,9991,03-13-0012-46,03-13-0019-46,COLEGIO MIXTO SAN MIGUEL ARCANGEL,COLEGIO MIXTO SAN MIGUEL ARCANGEL,CALLE REAL 3-55 ZONA 1,CALLE REAL 3-55 ZONA 1,51009332,78340035,100.0,100.0,False,TELEFONO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
10007,10008,03-15-0011-46,03-15-0013-46,CENTRO EDUCATIVO MIXTO GUATEMALTECO CESAR BRAÑAS,CENTRO EDUCATIVO MIXTO GUATEMALTECO CESAR BRAÑAS,2A. AVENIDA A 1-13 ZONA 2,2A. AVENIDA A 1-13 ZONA 2,50894387,52672187,100.0,100.0,False,TELEFONO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
10038,10054,12-01-0114-46,12-01-0153-46,COLEGIO DE ESTUDIOS TECNICOS ESPECIALIZADOS EN COMPUTACION CETESC,"COLEGIO DE ESTUDIOS TECNICOS ESPECIALIZADOS EN COMPUTACIÓN ""CETESC""",ALDEA SAN SEBASTIAN,ALDEA SAN SEBASTIAN,57784639,57784639,98.48,100.0,True,ESTABLECIMIENTO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
10049,10077,12-01-0144-46,12-01-0191-46,"COLEGIO PARTICULAR MIXTO ""JERUSALEM""","COLEGIO PARTICULAR MIXTO ""JERUSALEM""",5TA. CALLE 9-38 ZONA 4,5A. CALLE 9-38 ZONA 4,77609611,77609649,100.0,97.56,False,"DIRECCION, TELEFONO",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
10062,10063,12-01-0170-46,12-01-0171-46,"COLEGIO BILINGÜE ""ADVANCE""","COLEGIO BILINGÜE ""ADVANCE""",5A. CALLE 5-81 ZONA 2,5A. CALLE 5-81 ZONA 2,77602870,77602870,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
10113,10168,12-02-0131-46,12-02-4727-46,"INSTITUTO PARTICULAR MIXTO ""MINERVA""","INSTITUTO PARTICULAR MIXTO ""MINERVA""",7A. AVENIDA 1-88 ZONA 2,7A. AVENIDA 1-88 ZONA 2,77602663,77602663,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
10130,10136,12-02-0173-46,12-02-0188-46,"COLEGIO PARTICULAR ""LICEO MINERVA""","COLEGIO PARTICULAR ""LICEO MINERVA""","7A. AVENIDA, 1-88 ZONA 2",7A. AVENIDA 1-88 ZONA 2,77602663,77602663,100.0,100.0,True,"DIRECCION, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
10204,10206,12-04-0219-46,12-04-0229-46,"COLEGIO INTERCIENTÍFICO, MULTILINGÜE Y MULTIVERSIDAD ""MUNDO REAL""","COLEGIO INTERCIENTIFICO,MULTILINGÚE Y MULTIDIVERSIDAD ""MUNDO REAL""",CABECERA MUNICIPAL,CABECERA MUNICIPAL,57835932,57835932,97.67,100.0,True,"ESTABLECIMIENTO, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
10277,10290,12-07-0206-46,12-07-0242-46,"COLEGIO CRISTIANO BILINGUE ""BLUE-SKY""",COLEGIO CRISTIANO BILINGÜE BLUE-SKY,1RA.AVENIDA ZONA 1,1RA. AV. ZONA 1,31317295,31317295,97.22,80.0,True,"ESTABLECIMIENTO, DIRECCION",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
10279,10280,12-07-0213-46,12-07-0214-46,"INSTITUTO TECNOLÓGICO ""ESPERANZA""","INSTITUTO TECNOLÓGICO ""ESPERANZA""","CANTÓN LA ESPERANZA, ALDEA TUICOCHE","CANTÓN LA ESPERANZA, ALDEA TUICOCHE",53950237,53950237,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
10283,10284,12-07-0220-46,12-07-0221-46,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,"CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- ""EULALIO NICASIO DE LEÓN""",CABECERA MUNICIPAL,CABECERA MUNICIPAL,46588918,37217804,100.0,100.0,False,"ESTABLECIMIENTO, TELEFONO, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
10288,10292,12-07-0233-46,12-07-0258-46,"COLEGIO EVANGÉLICO C.A. ""ALFA Y OMEGA""","COLEGIO EVANGELICO C.A. ""ALFA Y OMEGA""","2DA. AVENIDA, ZONA 2",2DA. AVENIDA ZONA 2,40557387,40557387,100.0,100.0,True,"ESTABLECIMIENTO, DIRECCION",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
10323,10330,12-10-0085-46,12-10-4713-46,COLEGIO EVANGELICO PRIVADO MIXTO BETHESDA,COLEGIO EVANGELICO PRIVADO MIXTO BETHESDA,3A. CALLE 2-05 ZONA 2,3ERA. CALLE 2-05 ZONA 2,46729644,46729644,100.0,95.24,True,DIRECCION,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
10342,10347,12-11-0035-46,12-11-0045-46,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA,1RA.AVENIDA ZONA 1,1RA. AVENIDA ZONA 1,30247446,30247446,100.0,97.14,True,DIRECCION,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
10354,10363,12-12-0069-46,12-12-0082-46,"COLEGIO CIENTÍFICO ""GALILEO""","COLEGIO CIENTÍFICO ""GALILEO""",CALLE 3 DE MAYO,CALLE 3 DE MAYO,41045666,41045666,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
10362,10364,12-12-0078-46,12-12-0083-46,"COLEGIO CIENTÍFICO ""GALILEO""","COLEGIO CIENTÍFICO ""GALILEO""",CALLE 3 DE MAYO,CALLE 3 DE MAYO,41045666,41045666,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
10371,10374,12-12-0100-46,12-12-0103-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,ALDEA BUENA VISTA,COMUNIDAD AGRARIA EMANUEL,33917625,33917625,100.0,38.1,True,DIRECCION,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
10371,10375,12-12-0100-46,12-12-0104-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,ALDEA BUENA VISTA,COMUNIDAD AGRARIA EMANUEL,33917625,33917625,100.0,38.1,True,DIRECCION,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
10374,10375,12-12-0103-46,12-12-0104-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,COMUNIDAD AGRARIA EMANUEL,COMUNIDAD AGRARIA EMANUEL,33917625,33917625,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
10391,10400,12-13-0071-46,12-13-0090-46,COLEGIO PARTICULAR MIXTO LA FAMILIA,COLEGIO PARTICULAR MIXTO LA FAMILIA,"4TA. CALLE 3-36, ZONA 1, BARRIO LOS TRES REYES","4TA. CALLE 3-36, ZONA 1, BARRIO LOS TRES REYES",77606256,77606256,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
10401,10404,12-13-0095-46,12-13-0100-46,"COLEGIO PRIVADO MIXTO ""IMPERIAL""","COLEGIO PRIVADO MIXTO ""IMPERIAL2",CABECERA MUNICIPAL,CABECERA MUNICIPAL,32419506,32419506,96.88,100.0,True,ESTABLECIMIENTO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
10433,10521,12-15-0061-46,12-15-5094-46,CENTRO PRIVADO DE ESTUDIOS SUPERACION,CENTRO PRIVADO DE ESTUDIOS SUPERACION,CANTON MORAZAN,5A. AVENIDA 6-185 CANTON MORAZAN,57487516,57487516,100.0,100.0,True,"DISTRITO, DIRECCION, SUPERVISOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
10447,10468,12-15-0097-46,12-15-0144-46,"LICEO PRE-UNIVERSITARIO ""LA FE""","LICEO PRE-UNIVERSITARIO ""LA FE""",1A. AVENIDA 1-41 ZONA 1,1A. AVENIDA 1-41 ZONA 1,48774419,48774419,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
10451,10452,12-15-0114-46,12-15-0115-46,COLEGIO EVANGÉLICO MIXTO CENTROAMERICANO,COLEGIO EVANGÉLICO MIXTO CENTROAMERICANO,"6TA. CALLE FINAL, CANTÓN MORAZAN","6TA. CALLE FINAL, CANTÓN MORAZAN",41460800,41460800,100.0,100.0,True,"DISTRITO, SUPERVISOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
10462,10463,12-15-0134-46,12-15-0135-46,"INSTITUTO PARTICULAR TECNICO VOCACIONAL ""PRACTICO MODERNO""","INSTITUTO PARTICULAR TECNICO VOCACIONAL ""PRACTICO MODERNO""",2DA. AVENIDA 1-42 ZONA 1,2DA. AVENIDA 1-42 ZONA 1,59954065,59954065,100.0,100.0,True,"DISTRITO, SUPERVISOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
10466,10467,12-15-0142-46,12-15-0143-46,COLEGIO AMISADAI,COLEGIO AMISADAI,3RA. AVENIDA 6-43 ZONA 2,3RA. AVENIDA 6-43 ZONA 2,54810219,54810219,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
10472,10473,12-15-0155-46,12-15-0156-46,"COLEGIO SUPERIOR ""HARVARD""","COLEGIO SUPERIOR ""HARVARD""","2DA. CALLE 2-50 ZONA 1, CANTÓN SAN JUAN DE DIOS","2DA. CALLE 2-50 ZONA 1, CANTÓN SAN JUAN DE DIOS",58210330,58210330,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
10476,10477,12-15-0163-46,12-15-0164-46,INSTITUTO TECNOLÓGICO EMPRESARIAL,INSTITUTO TECNOLÓGICO EMPRESARIAL,CABECERA MUNICIPAL,CABECERA MUNICIPAL,56177587,56177587,100.0,100.0,True,"DISTRITO, SUPERVISOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
10481,10500,12-15-0168-46,12-15-0203-46,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,"CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- ""MALACATAN""",CABECERA MUNICIPAL,CABECERA MUNICIPAL,50078569,55448200,100.0,100.0,False,"ESTABLECIMIENTO, TELEFONO, DIRECTOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
10525,10542,12-16-0028-46,12-16-5375-46,COLEGIO CRISTIANO SHEKINA,COLEGIO CRISTIANO SHEKINA,FINAL DE LA 9A. CALLE SHEKINA ZONA 1,FINAL DE LA 9A. CALLE ZONA 1,77227319,77227704,100.0,100.0,False,"DISTRITO, DIRECCION, TELEFONO, SUPERVISOR",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
10589,10600,12-19-0101-46,12-19-0125-46,COLEGIO MIXTO LICEO ORIZABA,COLEGIO MIXTO LICEO ORIZABA,LOTE NO. 4 COLONIA BENDICION DE DIOS,LOTE NO. 4 COLONIA BENDICION DE DIOS,59675548,59675548,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
10669,10671,12-26-0048-46,12-26-0050-46,"COLEGIO INTEGRAL ""BLASE PASCAL""","COLEGIO INTEGRAL ""BLASE PASCAL""",CABECERA MUNICIAL,CABECERA MUNICIPAL,55278891,48239443,100.0,97.14,False,"DIRECCION, TELEFONO",CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
10704,10717,12-29-0034-46,12-29-0052-46,COLEGIO EVANGÉLICO TECNOLÓGICO PRIVADO MIXTO BERSHEBA BLESS GOD,COLEGIO EVANGELICO TECNOLOGICO PRIVADO MIXTO BERSHEBA BLESS GOD,CABECERA MUNICIPAL,CABECERA MUNICIPAL,49046271,49046271,100.0,100.0,True,ESTABLECIMIENTO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
10707,10718,12-29-0037-46,12-29-0054-46,COLEGIO EVANGÉLICO TECNOLÓGICO PRIVADO MIXTO BERSHEBA BLESS GOD,COLEGIO EVANGELCO TECNOLOGICO PRIVADO MIXTO BERSHEBA BLESS GOD,CABECERA MUNICIPAL,CABECERA MUNICIPAL,49046271,49046271,99.2,100.0,True,ESTABLECIMIENTO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
10730,10734,12-30-0069-46,12-30-0080-46,"""COLEGIO EDUCATIVO MIXTO LUNA AZUL -CEMLA-""","""COLEGIO EDUCATIVO MIXTO LUNA AZUL -CEMLA-""",PARCELAMIENTO CHIQUIRINES,PARCELAMIENTO CHIQUIRINES,37714464,37714464,100.0,100.0,True,NINGUNO,CONSERVAR,"Los códigos MINEDUC son distintos y funcionan como identificadores oficiales; se conservan como unidades registrales separadas. La similitud quedó revisada, pero no justifica una fusión sin confirmación expresa de la fuente."
